county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
'Mariposa County',2020-07-22,44,6,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-22,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-22,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-22,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-22,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-22,105,102,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-22,96,96,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-22,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-22,666,556,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-22,77,41,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-22,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-22,332,332,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-22,525,492,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-22,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-22,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-22,1197,204,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-22,2468,1889,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-22,73,66,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-22,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-22,162,162,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-22,133,116,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-22,674,456,105,81,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-22,149,136,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-22,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-22,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-22,3,3,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-22,214,139,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-22,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-22,131,108,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-22,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-22,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-22,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-22,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-22,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-22,331,123,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-22,167,121,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-22,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-22,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-22,0,0,5,5,0,?,?,?,?,?,?,?,?
'Alameda County',2020-07-23,693,513,91,91,0,?,?,?,?,?,?,?,?
'Alpine County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Amador County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Butte County',2020-07-23,128,128,0,0,0,?,?,?,?,?,?,?,?
'Calaveras County',2020-07-23,31,19,0,0,0,?,?,?,?,?,?,?,?
'Colusa County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Contra Costa County',2020-07-23,566,460,0,0,0,?,?,?,?,?,?,?,?
'Del Norte County',2020-07-23,28,28,0,0,0,?,?,?,?,?,?,?,?
'El Dorado County',2020-07-23,46,38,0,0,0,?,?,?,?,?,?,?,?
'Fresno County',2020-07-23,305,250,28,28,0,?,?,?,?,?,?,?,?
'Glenn County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Humboldt County',2020-07-23,74,49,15,7,0,?,?,?,?,?,?,?,?
'Imperial County',2020-07-23,126,121,37,10,0,?,?,?,?,?,?,?,?
'Inyo County',2020-07-23,10,1,0,0,0,?,?,?,?,?,?,?,?
'Kern County',2020-07-23,24,24,15,15,0,?,?,?,?,?,?,?,?
'Kings County',2020-07-23,44,44,0,0,0,?,?,?,?,?,?,?,?
'Lake County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Lassen County',2020-07-23,9,9,0,0,0,?,?,?,?,?,?,?,?
'Los Angeles County',2020-07-23,4386,3684,651,651,0,?,?,?,?,?,?,?,?
'Madera County ',2020-07-23,17,17,0,0,0,?,?,?,?,?,?,?,?
'Marin County ',2020-07-23,177,118,44,7,0,?,?,?,?,?,?,?,?
'Mariposa County',2020-07-23,44,5,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-23,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-23,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-23,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-23,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-23,105,102,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-23,96,96,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-23,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-23,666,531,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-23,77,40,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-23,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-23,330,330,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-23,525,492,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-23,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-23,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-23,1197,201,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-23,2468,1881,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-23,73,66,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-23,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-23,163,163,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-23,133,117,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-23,674,456,105,81,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-23,149,136,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-23,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-23,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-23,4,4,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-23,216,129,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-23,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-23,131,108,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-23,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-23,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-23,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-23,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-23,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-23,331,124,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-23,167,121,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-23,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-23,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-23,0,0,5,5,0,?,?,?,?,?,?,?,?
'Alameda County',2020-07-24,693,509,91,91,0,?,?,?,?,?,?,?,?
'Alpine County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Amador County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Butte County',2020-07-24,129,129,0,0,0,?,?,?,?,?,?,?,?
'Calaveras County',2020-07-24,31,19,0,0,0,?,?,?,?,?,?,?,?
'Colusa County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Contra Costa County',2020-07-24,566,462,0,0,0,?,?,?,?,?,?,?,?
'Del Norte County',2020-07-24,28,28,0,0,0,?,?,?,?,?,?,?,?
'El Dorado County',2020-07-24,46,38,0,0,0,?,?,?,?,?,?,?,?
'Fresno County',2020-07-24,305,250,28,28,0,?,?,?,?,?,?,?,?
'Glenn County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Humboldt County',2020-07-24,74,49,15,7,0,?,?,?,?,?,?,?,?
'Imperial County',2020-07-24,126,121,37,10,0,?,?,?,?,?,?,?,?
'Inyo County',2020-07-24,10,1,0,0,0,?,?,?,?,?,?,?,?
'Kern County',2020-07-24,23,23,15,15,0,?,?,?,?,?,?,?,?
'Kings County',2020-07-24,44,44,0,0,0,?,?,?,?,?,?,?,?
'Lake County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Lassen County',2020-07-24,9,9,0,0,0,?,?,?,?,?,?,?,?
'Los Angeles County',2020-07-24,4483,3702,651,651,0,?,?,?,?,?,?,?,?
'Madera County ',2020-07-24,17,17,0,0,0,?,?,?,?,?,?,?,?
'Marin County ',2020-07-24,177,111,44,7,0,?,?,?,?,?,?,?,?
'Mariposa County',2020-07-24,44,6,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-24,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-24,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-24,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-24,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-24,127,113,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-24,96,96,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-24,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-24,666,528,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-24,77,40,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-24,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-24,329,329,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-24,525,503,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-24,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-24,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-24,1197,198,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-24,2468,1888,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-24,73,68,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-24,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-24,167,167,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-24,133,115,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-24,674,456,105,81,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-24,149,137,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-24,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-24,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-24,3,3,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-24,216,132,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-24,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-24,129,105,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-24,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-24,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-24,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-24,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-24,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-24,331,124,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-24,167,123,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-24,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-24,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-24,0,0,5,5,0,?,?,?,?,?,?,?,?
'Alameda County',2020-07-27,693,509,91,91,0,?,?,?,?,?,?,?,?
'Alpine County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Amador County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Butte County',2020-07-27,131,131,0,0,0,?,?,?,?,?,?,?,?
'Calaveras County',2020-07-27,31,19,0,0,0,?,?,?,?,?,?,?,?
'Colusa County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Contra Costa County',2020-07-27,566,469,0,0,0,?,?,?,?,?,?,?,?
'Del Norte County',2020-07-27,28,28,0,0,0,?,?,?,?,?,?,?,?
'El Dorado County',2020-07-27,46,38,0,0,0,?,?,?,?,?,?,?,?
'Fresno County',2020-07-27,366,350,28,28,0,?,?,?,?,?,?,?,?
'Glenn County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Humboldt County',2020-07-27,74,49,15,7,0,?,?,?,?,?,?,?,?
'Imperial County',2020-07-27,126,121,80,79,0,?,?,?,?,?,?,?,?
'Inyo County',2020-07-27,10,1,0,0,0,?,?,?,?,?,?,?,?
'Kern County',2020-07-27,24,24,15,15,0,?,?,?,?,?,?,?,?
'Kings County',2020-07-27,44,44,0,0,0,?,?,?,?,?,?,?,?
'Lake County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Lassen County',2020-07-27,9,9,0,0,0,?,?,?,?,?,?,?,?
'Los Angeles County',2020-07-27,4483,3716,651,651,0,?,?,?,?,?,?,?,?
'Madera County ',2020-07-27,17,17,0,0,0,?,?,?,?,?,?,?,?
'Marin County ',2020-07-27,177,111,44,7,0,?,?,?,?,?,?,?,?
'Mariposa County',2020-07-27,44,4,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-27,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-27,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-27,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-27,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-27,126,109,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-27,96,96,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-27,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-27,666,575,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-27,77,40,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-27,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-27,329,329,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-27,529,507,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-27,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-27,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-27,1197,203,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-27,2468,1900,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-27,73,67,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-27,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-27,166,166,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-27,148,117,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-27,674,456,105,12,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-27,149,136,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-27,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-27,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-27,3,3,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-27,216,132,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-27,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-27,129,105,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-27,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-27,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-27,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-27,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-27,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-27,331,124,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-27,167,123,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-27,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-27,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-27,0,0,5,5,0,?,?,?,?,?,?,?,?
'Alameda County',2020-07-28,693,499,91,91,0,?,?,?,?,?,?,?,?
'Alpine County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Amador County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Butte County',2020-07-28,131,131,0,0,0,?,?,?,?,?,?,?,?
'Calaveras County',2020-07-28,31,19,0,0,0,?,?,?,?,?,?,?,?
'Colusa County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Contra Costa County',2020-07-28,566,475,0,0,0,?,?,?,?,?,?,?,?
'Del Norte County',2020-07-28,28,28,0,0,0,?,?,?,?,?,?,?,?
'El Dorado County',2020-07-28,46,38,0,0,0,?,?,?,?,?,?,?,?
'Fresno County',2020-07-28,366,350,28,28,0,?,?,?,?,?,?,?,?
'Glenn County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Humboldt County',2020-07-28,74,49,15,7,0,?,?,?,?,?,?,?,?
'Imperial County',2020-07-28,126,121,80,79,0,?,?,?,?,?,?,?,?
'Inyo County',2020-07-28,10,1,0,0,0,?,?,?,?,?,?,?,?
'Kern County',2020-07-28,24,24,15,15,0,?,?,?,?,?,?,?,?
'Kings County',2020-07-28,44,44,0,0,0,?,?,?,?,?,?,?,?
'Lake County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Lassen County',2020-07-28,9,9,0,0,0,?,?,?,?,?,?,?,?
'Los Angeles County',2020-07-28,4482,3722,651,651,0,?,?,?,?,?,?,?,?
'Madera County ',2020-07-28,17,17,0,0,0,?,?,?,?,?,?,?,?
'Marin County ',2020-07-28,177,110,44,7,0,?,?,?,?,?,?,?,?
'Mariposa County',2020-07-28,44,4,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-28,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-28,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-28,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-28,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-28,126,106,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-28,96,96,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-28,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-28,666,575,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-28,77,40,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-28,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-28,329,329,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-28,525,503,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-28,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-28,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-28,1197,189,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-28,2614,1901,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-28,73,63,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-28,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-28,169,169,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-28,148,121,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-28,674,456,105,12,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-28,149,135,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-28,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-28,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-28,3,3,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-28,216,132,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-28,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-28,127,103,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-28,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-28,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-28,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-28,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-28,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-28,331,124,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-28,167,126,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-28,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-28,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-28,0,0,5,5,0,?,?,?,?,?,?,?,?
'Alameda County',2020-07-29,693,503,91,91,0,?,?,?,?,?,?,?,?
'Alpine County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Amador County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Butte County',2020-07-29,129,129,0,0,0,?,?,?,?,?,?,?,?
'Calaveras County',2020-07-29,31,19,0,0,0,?,?,?,?,?,?,?,?
'Colusa County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Contra Costa County',2020-07-29,566,473,0,0,0,?,?,?,?,?,?,?,?
'Del Norte County',2020-07-29,28,28,0,0,0,?,?,?,?,?,?,?,?
'El Dorado County',2020-07-29,46,38,0,0,0,?,?,?,?,?,?,?,?
'Fresno County',2020-07-29,366,350,28,28,0,?,?,?,?,?,?,?,?
'Glenn County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Humboldt County',2020-07-29,74,49,15,7,0,?,?,?,?,?,?,?,?
'Imperial County',2020-07-29,126,120,80,79,0,?,?,?,?,?,?,?,?
'Inyo County',2020-07-29,10,1,0,0,0,?,?,?,?,?,?,?,?
'Kern County',2020-07-29,24,24,15,15,0,?,?,?,?,?,?,?,?
'Kings County',2020-07-29,44,44,0,0,0,?,?,?,?,?,?,?,?
'Lake County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Lassen County',2020-07-29,9,9,0,0,0,?,?,?,?,?,?,?,?
'Los Angeles County',2020-07-29,4484,3753,651,651,0,?,?,?,?,?,?,?,?
'Madera County ',2020-07-29,17,17,0,0,0,?,?,?,?,?,?,?,?
'Marin County ',2020-07-29,177,110,44,7,0,?,?,?,?,?,?,?,?
'Mariposa County',2020-07-29,44,4,0,0,0,?,?,?,?,?,?,?,?
'Mendocino County',2020-07-29,92,48,0,0,0,?,?,?,?,?,?,?,?
'Merced County',2020-07-29,124,35,0,0,0,?,?,?,?,?,?,?,?
'Modoc County',2020-07-29,2,1,0,0,0,?,?,?,?,?,?,?,?
'Mono County',2020-07-29,5,0,0,0,0,?,?,?,?,?,?,?,?
'Monterey County',2020-07-29,126,103,108,15,8,?,?,?,?,?,?,?,?
'Napa County ',2020-07-29,111,99,18,12,0,?,?,?,?,?,?,?,?
'Nevada County ',2020-07-29,70,10,0,0,0,?,?,?,?,?,?,?,?
'Orange County',2020-07-29,666,571,78,78,0,?,?,?,?,?,?,?,?
'Placer County',2020-07-29,77,40,12,12,0,?,?,?,?,?,?,?,?
'Plumas County',2020-07-29,4,4,0,0,0,?,?,?,?,?,?,?,?
'Riverside County',2020-07-29,329,329,15,15,0,?,?,?,?,?,?,?,?
'Sacramento County',2020-07-29,525,503,63,63,0,?,?,?,?,?,?,?,?
'San Benito County',2020-07-29,23,23,3,3,0,?,?,?,?,?,?,?,?
'San Bernardino County',2020-07-29,50,37,20,0,20,?,?,?,?,?,?,?,?
'San Diego County',2020-07-29,1197,188,44,44,0,?,?,?,?,?,?,?,?
'San Francisco',2020-07-29,2614,1899,91,91,0,?,?,?,?,?,?,?,?
'San Joaquin County',2020-07-29,73,66,8,8,0,?,?,?,?,?,?,?,?
'San Luis Obispo County',2020-07-29,155,0,14,14,0,?,?,?,?,?,?,?,?
'San Mateo County',2020-07-29,165,165,0,0,0,?,?,?,?,?,?,?,?
'Santa Barbara County',2020-07-29,148,116,0,0,0,?,?,?,?,?,?,?,?
'Santa Clara County',2020-07-29,674,456,105,12,0,?,?,?,?,?,?,?,?
'Santa Cruz County',2020-07-29,149,134,35,0,12,?,?,?,?,?,?,?,?
'Shasta County',2020-07-29,97,97,0,0,0,?,?,?,?,?,?,?,?
'Sierra County',2020-07-29,0,0,0,0,0,?,?,?,?,?,?,?,?
'Siskiyou County',2020-07-29,3,3,6,6,0,?,?,?,?,?,?,?,?
'Solano County',2020-07-29,216,96,0,0,0,?,?,?,?,?,?,?,?
'Sonoma County',2020-07-29,77,77,24,24,0,?,?,?,?,?,?,?,?
'Stanislaus County',2020-07-29,127,103,0,0,0,?,?,?,?,?,?,?,?
'Sutter County',2020-07-29,21,21,5,5,0,?,?,?,?,?,?,?,?
'Tehama County',2020-07-29,0,0,5,5,0,?,?,?,?,?,?,?,?
'Trinity County',2020-07-29,10,0,0,0,0,?,?,?,?,?,?,?,?
'Tulare County',2020-07-29,113,71,0,0,0,?,?,?,?,?,?,?,?
'Tuolumne County',2020-07-29,50,34,0,0,0,?,?,?,?,?,?,?,?
'Ventura County',2020-07-29,331,124,0,0,0,?,?,?,?,?,?,?,?
'Yolo County',2020-07-29,167,126,0,0,0,?,?,?,?,?,?,?,?
'Yuba County',2020-07-29,6,6,5,5,0,?,?,?,?,?,?,?,?
'Wilton Rancheria Tribe',2020-07-29,0,0,10,10,0,?,?,?,?,?,?,?,?
'Bishop Paiute Tribal Council',2020-07-29,0,0,5,5,0,?,?,?,?,?,?,?,?
